order_id,customer_id,order_date,total_amount,status,channel
2537.0,3856.0,,R -200,completed,web
2538.0,3482.0,1994/10/25,,Done,app
2539.0,4022.0,,,Done,store
2540.0,718.0,,R 4190,completed,
2541.0,2543.0,,,,store
2542.0,4995.0,invalid_date,R 1693,completed,web
2543.0,4633.0,,"R3623,9",Done,app
2544.0,1920.0,,"R4226,62",Completed,
2545.0,,1972/05/20,R -200,Completed,web
2546.0,3437.0,2013/03/20,2713,completed,
2547.0,,,,Done,
2548.0,703.0,1986/02/27,R 3330,,
2549.0,2706.0,2025-09-06,2194,Done,app
2550.0,1107.0,,R 1694,Completed,app
2551.0,1939.0,1975-03-05,R -200,completed,web
2552.0,1473.0,invalid_date,R 4067,Done,app
2553.0,2478.0,,R 3273,completed,
2554.0,1134.0,,,Completed,store
,,invalid_date,R -200,completed,app
,4735.0,1973/12/02,"R3888,77",Completed,app
2557.0,1818.0,2019/05/25,R -200,CANCELLED,store
2558.0,4156.0,1985-05-03,R -200,Completed,web
2559.0,4134.0,2004/12/17,R -200,CANCELLED,app
2560.0,3733.0,,1640,completed,
2561.0,,31/05/1977,471,Completed,store
2562.0,4219.0,1975-07-16,,CANCELLED,app
2563.0,204.0,29/09/2020,,Completed,store
2564.0,1736.0,,"R483,22",Completed,store
2565.0,1532.0,,4448,completed,web
2566.0,368.0,20/09/1990,"R544,91",,app
2567.0,444.0,invalid_date,R -200,completed,
2568.0,,2008/09/28,,completed,store
2569.0,,invalid_date,,completed,web
2570.0,3388.0,29/01/1974,R 1170,,
2571.0,,10/10/1988,4138,CANCELLED,web
,3539.0,22/03/2025,R 2547,CANCELLED,
2573.0,1325.0,invalid_date,R -200,Done,app
2574.0,1522.0,invalid_date,R 937,CANCELLED,
2575.0,3826.0,2015-02-27,"R4722,31",CANCELLED,store
2576.0,1911.0,1972-10-15,,Completed,
2577.0,,05/06/1970,R -200,completed,web
2578.0,974.0,invalid_date,,,store
,1990.0,invalid_date,,Completed,
2580.0,4324.0,invalid_date,,Completed,web
2581.0,3692.0,1974/08/07,,completed,store
2582.0,2029.0,2003-01-23,"R72,25",completed,store
2583.0,505.0,1975-11-20,R -200,CANCELLED,app
2584.0,355.0,1983/09/19,R -200,Completed,web
2585.0,3885.0,1983/10/23,R 920,Completed,
2586.0,113.0,1971-08-16,R 1399,CANCELLED,
2587.0,123.0,,,Done,
2588.0,2014.0,1971/08/20,R -200,Completed,store
2589.0,4877.0,1991/11/06,4874,CANCELLED,store
2590.0,986.0,invalid_date,"R181,58",Done,store
2591.0,,2014-04-19,1566,Done,store
2592.0,3431.0,17/06/1977,,CANCELLED,app
2593.0,3241.0,,"R349,98",completed,app
2594.0,428.0,invalid_date,"R1723,64",CANCELLED,
,1079.0,,4355,Completed,web
2596.0,2833.0,invalid_date,R 2226,Done,store
2597.0,4436.0,,"R1511,49",CANCELLED,web
2598.0,1280.0,invalid_date,R 1763,Completed,
2599.0,799.0,,2303,completed,
,4869.0,,R -200,CANCELLED,store
,4187.0,19/12/1998,"R1311,28",Completed,app
2602.0,3038.0,2002/12/04,R -200,Done,app
2603.0,,28/09/2020,R 3971,CANCELLED,store
2604.0,1997.0,,R 1927,Done,app
2605.0,1484.0,invalid_date,R -200,Completed,app
2606.0,4114.0,,,Completed,web
2607.0,3689.0,10/05/2000,"R1518,11",,app
,3814.0,invalid_date,"R4882,68",,store
2609.0,,27/07/1978,3181,,app
2610.0,770.0,07/06/1975,R -200,completed,app
2611.0,4904.0,,R 2055,CANCELLED,store
2612.0,2759.0,invalid_date,4259,completed,
2613.0,3047.0,1989/04/18,R 616,completed,app
2614.0,1180.0,1988-03-29,"R2511,32",Completed,app
2615.0,2508.0,,R -200,,store
2616.0,334.0,1999-06-27,2738,CANCELLED,web
2617.0,467.0,1982/05/21,2498,Done,
2618.0,4798.0,15/08/1992,R -200,completed,
2619.0,,1970/03/26,R 1115,Completed,
2620.0,1254.0,30/09/1977,,Completed,store
2621.0,796.0,,R -200,Completed,web
2622.0,3722.0,2000/05/06,"R1270,44",Done,app
2623.0,973.0,2024/09/01,4824,CANCELLED,app
2624.0,3927.0,2015-11-28,,completed,
2625.0,,,R -200,CANCELLED,web
2626.0,4996.0,invalid_date,"R1347,27",,store
2627.0,848.0,18/05/1978,R 4477,Completed,store
2628.0,,1988/09/27,3572,completed,app
2629.0,294.0,,R 2997,Done,store
2630.0,4182.0,1991-07-18,"R4254,26",Done,
2631.0,231.0,2001-02-17,4271,completed,app
2632.0,3652.0,invalid_date,R 3229,Completed,
2633.0,3739.0,17/11/1999,R 1986,CANCELLED,app
2634.0,3854.0,,,CANCELLED,app
2635.0,2418.0,,R -200,,app
2636.0,2126.0,,367,,
2637.0,3043.0,2013-08-12,1821,,web
2638.0,,24/05/1982,3028,Completed,app
,,1993-10-08,"R234,40",CANCELLED,store
2640.0,289.0,1970/10/19,"R306,34",completed,app
2641.0,4865.0,invalid_date,R -200,,store
2642.0,4742.0,1984/05/03,,Done,web
,3561.0,,,Done,store
2644.0,2100.0,invalid_date,R -200,Completed,app
2645.0,2374.0,13/08/2012,,Done,store
2646.0,2584.0,1995/05/14,R -200,Done,store
2647.0,512.0,1986/05/13,"R363,46",completed,
2648.0,3550.0,1984-08-02,R 4375,Done,app
2649.0,4071.0,1985/09/25,,Completed,store
2650.0,1469.0,20/05/1998,R 3071,,app
2651.0,645.0,11/06/2024,R 2033,Completed,store
2652.0,1271.0,,R -200,Done,store
2653.0,4569.0,13/04/1983,1521,CANCELLED,web
2654.0,2428.0,2000-10-15,,CANCELLED,app
2655.0,4469.0,invalid_date,"R1150,8",Done,web
2656.0,473.0,,R 498,,
2657.0,4182.0,1982/07/14,R -200,Completed,
2658.0,1746.0,1979/10/11,1920,,app
2659.0,,2005/02/26,957,Done,
2660.0,2824.0,15/10/2015,R 925,Completed,store
2661.0,1045.0,,4397,,web
2662.0,250.0,,"R273,34",CANCELLED,web
2663.0,1512.0,1990-08-08,"R1142,67",CANCELLED,app
2664.0,2006.0,2006-09-02,R -200,completed,web
2665.0,3333.0,invalid_date,R 627,Completed,app
2666.0,2549.0,1979/10/31,"R2573,45",Done,
2667.0,3039.0,,,completed,
,,1984-01-29,727,completed,app
2669.0,2485.0,invalid_date,R -200,completed,
2670.0,2047.0,1985/04/15,,Completed,
2671.0,1760.0,2004-02-11,,,store
2672.0,4428.0,17/09/2012,R -200,,store
2673.0,2869.0,1983-04-14,R 4678,,app
2674.0,1495.0,invalid_date,"R2814,29",completed,web
2675.0,4193.0,2004-02-16,R -200,,app
2676.0,4040.0,invalid_date,R 4953,,store
2677.0,2537.0,,,Done,
2678.0,535.0,invalid_date,R 2261,Done,app
2679.0,,13/03/2003,R 4598,Completed,
2680.0,4343.0,16/10/2024,3974,Completed,web
2681.0,,invalid_date,R 2846,Done,
2682.0,1399.0,1971-07-14,,,
2683.0,4880.0,13/11/1987,,CANCELLED,web
2684.0,1728.0,2022/05/25,"R4732,45",,app
,,27/06/1981,"R3186,3",Done,store
2686.0,3193.0,20/04/2000,R 228,Done,app
2687.0,,,"R2272,96",,store
2688.0,4735.0,2016/03/14,,Done,store
2689.0,,21/02/1977,R 1417,Completed,store
2690.0,585.0,2018-02-13,R 4195,,
2691.0,1791.0,invalid_date,"R1900,55",Completed,app
2692.0,1195.0,1986-12-15,,Completed,web
2693.0,3034.0,2021-05-16,971,completed,
2694.0,3877.0,,"R1919,78",Completed,app
2695.0,2772.0,invalid_date,R 3595,,
2696.0,1729.0,1990-06-24,"R780,89",completed,store
2697.0,2889.0,2000/07/13,R -200,CANCELLED,
2698.0,3659.0,2001/12/28,,CANCELLED,web
2699.0,240.0,1995/02/11,R -200,CANCELLED,store
2700.0,4593.0,,"R998,81",CANCELLED,web
2701.0,4840.0,2010/01/01,R 1630,Done,web
2702.0,2453.0,1994-08-14,R -200,Completed,web
2703.0,,1982-07-24,615,Completed,store
2704.0,1361.0,,"R235,57",completed,store
2705.0,1433.0,invalid_date,"R3524,80",Completed,web
2706.0,860.0,1994-07-20,2398,Completed,web
2707.0,,1993/10/13,,Completed,web
2708.0,1243.0,2015/04/12,R -200,,web
2709.0,1235.0,25/12/2019,R 4686,Completed,
2710.0,1794.0,invalid_date,1465,Done,
,2792.0,invalid_date,2591,Done,app
2712.0,872.0,2025-01-07,144,Completed,store
2713.0,,,"R3798,36",Done,store
2714.0,893.0,1975-01-20,2240,,
2715.0,4394.0,invalid_date,51,completed,app
2716.0,1478.0,1979-08-07,R 2730,,
2717.0,392.0,invalid_date,,,store
,772.0,1996/02/20,"R314,83",,web
2719.0,3744.0,1994/09/16,R 1784,,store
2720.0,4750.0,2006/12/11,,Done,app
2721.0,4637.0,invalid_date,R 2977,Done,app
2722.0,2201.0,,"R1738,4",Completed,
2723.0,4820.0,1979/02/04,"R4623,70",CANCELLED,store
2724.0,1927.0,invalid_date,3899,Done,
2725.0,485.0,08/04/2010,R -200,Done,store
2726.0,3512.0,19/04/2021,,CANCELLED,store
2727.0,3344.0,invalid_date,,CANCELLED,
2728.0,,1971/04/24,R -200,CANCELLED,store
2729.0,1619.0,25/06/1978,4707,,store
2730.0,1558.0,,R 735,Completed,
2731.0,3202.0,invalid_date,R -200,Done,store
2732.0,4792.0,,,CANCELLED,
2733.0,1796.0,1981/07/08,"R507,88",Done,app
2734.0,987.0,1992-04-01,2669,Done,app
2735.0,4087.0,2022-01-20,4459,completed,web
2736.0,3171.0,invalid_date,R 1984,Done,
2737.0,2536.0,,,CANCELLED,web
2738.0,2340.0,1979-02-17,"R807,24",Done,
2739.0,3106.0,06/12/2020,532,Completed,web
2740.0,4119.0,1986/06/03,R -200,Done,web
2741.0,30.0,2002-03-24,,,app
2742.0,1280.0,1970/09/17,R -200,CANCELLED,app
2743.0,315.0,,R -200,CANCELLED,app
,759.0,,R -200,,web
2745.0,,1983-02-13,,,store
2746.0,2003.0,1983-01-14,"R4954,92",,
2747.0,3953.0,2001-12-10,3956,,store
2748.0,237.0,invalid_date,1373,completed,
2749.0,2793.0,,,Done,app
2750.0,1582.0,2010/05/29,1295,Completed,web
2751.0,631.0,2006/05/31,"R2046,30",,web
2752.0,3332.0,1988-03-20,R 3840,CANCELLED,store
2753.0,,,1160,,app
2754.0,2321.0,invalid_date,R 356,Completed,app
2755.0,3588.0,19/06/1986,R -200,completed,store
2756.0,1619.0,09/09/1973,R -200,,
2757.0,3937.0,invalid_date,,CANCELLED,web
2758.0,1442.0,,R 4280,Completed,web
2759.0,639.0,invalid_date,,Completed,web
,1193.0,2019-05-29,,Done,
2761.0,4087.0,1989/06/08,"R1796,15",CANCELLED,
2762.0,1684.0,09/03/1989,R 2498,Completed,
2763.0,437.0,22/02/1994,R -200,Done,web
2764.0,125.0,19/01/2024,4506,completed,app
2765.0,3022.0,,,completed,store
2766.0,4514.0,2009/06/20,R -200,Done,store
2767.0,4341.0,1973-03-14,"R2433,46",Completed,store
2768.0,3989.0,1983/05/31,R 3807,Done,app
2769.0,4399.0,1970-07-05,R 3248,,
2770.0,1563.0,21/11/1973,1992,Completed,store
2771.0,,invalid_date,,CANCELLED,store
2772.0,2819.0,1970/01/26,"R4478,0",completed,app
2773.0,4290.0,invalid_date,R 684,completed,app
2774.0,,invalid_date,2397,CANCELLED,store
2775.0,4465.0,2019-11-06,,completed,store
2776.0,513.0,invalid_date,3065,completed,store
2777.0,4189.0,invalid_date,"R1737,20",,app
2778.0,624.0,,,Completed,
2779.0,,invalid_date,R -200,,
2780.0,3967.0,1988/07/04,R -200,Done,web
2781.0,1612.0,2013/09/18,R -200,Completed,web
2782.0,2861.0,,1717,,app
2783.0,4787.0,2021-11-18,3550,completed,app
2784.0,2304.0,2023/10/20,"R912,59",CANCELLED,web
2785.0,3306.0,invalid_date,2918,Done,
2786.0,1703.0,24/03/1974,"R936,51",completed,app
2787.0,4666.0,,456,CANCELLED,store
2788.0,,1997-08-20,2970,Completed,
2789.0,3525.0,invalid_date,,CANCELLED,
2790.0,220.0,06/03/1990,,Done,app
2791.0,3252.0,invalid_date,,Done,app
2792.0,3686.0,21/03/1996,,Done,
2793.0,4432.0,2008/05/25,"R2098,40",completed,web
2794.0,2406.0,,R 4241,Completed,web
2795.0,3090.0,1970/10/22,1654,,
2796.0,2993.0,,,Done,store
2797.0,2121.0,invalid_date,3862,Completed,app
2798.0,4357.0,,,CANCELLED,app
2799.0,1451.0,2021-04-30,R 1692,CANCELLED,web
2800.0,3244.0,1995/03/18,"R3443,42",CANCELLED,
2801.0,3967.0,1992-11-20,"R345,16",Completed,
2802.0,1461.0,1996/10/21,R -200,,web
2803.0,1902.0,,,completed,
2804.0,3118.0,,R 1837,CANCELLED,
2805.0,797.0,,R -200,Completed,store
2806.0,3901.0,1978/03/09,,,web
2807.0,1077.0,1983-09-27,,CANCELLED,
2808.0,2877.0,,659,CANCELLED,web
2809.0,,07/04/1980,"R2192,48",CANCELLED,store
2810.0,1798.0,1975/06/01,212,CANCELLED,app
2811.0,4526.0,,"R3039,95",completed,
2812.0,3540.0,1993-01-26,193,Done,
2813.0,3002.0,invalid_date,,Done,app
2814.0,1952.0,2012-05-02,1011,Done,
2815.0,4292.0,1994/04/17,,,app
,1675.0,,2434,Completed,
2817.0,2736.0,06/03/2000,,CANCELLED,web
2818.0,3423.0,1999-10-24,"R1677,96",Completed,app
2819.0,,1983-06-06,"R867,23",,store
2820.0,2534.0,,1084,CANCELLED,app
2821.0,1614.0,1973-03-22,R -200,Completed,app
2822.0,978.0,,"R4416,85",Completed,store
2823.0,,invalid_date,R -200,,app
2824.0,4653.0,1974/10/31,4160,CANCELLED,
2825.0,2836.0,1999-11-11,R -200,completed,app
2826.0,1266.0,invalid_date,,CANCELLED,
2827.0,,,,CANCELLED,
2828.0,4763.0,1990-06-03,R 4820,Done,store
2829.0,127.0,invalid_date,R -200,CANCELLED,web
2830.0,,invalid_date,"R1840,94",completed,store
2831.0,575.0,1972/12/13,"R2861,6",completed,app
,760.0,2017-11-11,R -200,completed,web
2833.0,1494.0,invalid_date,R 2272,CANCELLED,app
2834.0,854.0,,2920,Completed,store
2835.0,1703.0,,,CANCELLED,store
2836.0,3604.0,,"R4636,43",CANCELLED,app
2837.0,,,"R4213,14",Done,
2838.0,1742.0,14/08/1981,R -200,Completed,store
2839.0,4768.0,invalid_date,2840,,
2840.0,1608.0,17/08/1970,,completed,store
2841.0,2746.0,invalid_date,2555,CANCELLED,store
2842.0,1678.0,26/08/1970,R -200,completed,app
2843.0,4222.0,,R -200,CANCELLED,
2844.0,2270.0,invalid_date,"R2361,66",,
2845.0,1339.0,1974-06-21,R -200,CANCELLED,app
2846.0,,22/11/2002,"R3492,54",Done,web
2847.0,3076.0,,3021,completed,
2848.0,3540.0,invalid_date,"R1440,44",,store
2849.0,4431.0,,R -200,Completed,web
2850.0,3494.0,,R 169,Completed,store
2851.0,2416.0,1991-12-08,R 3686,CANCELLED,
2852.0,4661.0,invalid_date,,completed,web
2853.0,3131.0,,,Done,app
,2480.0,1980/01/12,906,completed,app
2855.0,481.0,05/02/1981,3120,Completed,app
,,invalid_date,R -200,CANCELLED,
2857.0,788.0,1973-08-19,,Completed,store
2858.0,4053.0,2016-07-18,R 4783,Completed,
2859.0,3873.0,2015/11/29,,Completed,
2860.0,1806.0,2002/10/14,,completed,web
2861.0,3923.0,,"R2983,84",completed,store
2862.0,1897.0,1989/12/08,R 4724,,
2863.0,250.0,1990-09-21,4407,Done,
2864.0,1004.0,22/06/2001,"R4605,8",,app
2865.0,587.0,invalid_date,R -200,CANCELLED,app
2866.0,2834.0,1993-01-30,"R2365,26",completed,app
2867.0,2235.0,invalid_date,,Completed,
2868.0,1959.0,invalid_date,,Completed,app
2869.0,73.0,2012/07/20,"R3709,84",completed,app
2870.0,687.0,26/01/1984,R 546,Done,web
2871.0,1917.0,,,Done,app
2872.0,1592.0,2010-04-12,,Done,store
2873.0,2815.0,1976/01/16,1343,Done,store
2874.0,3855.0,1999/11/05,R -200,Completed,app
2875.0,2082.0,,1741,CANCELLED,store
,3794.0,24/03/2003,"R2536,30",CANCELLED,app
2877.0,1945.0,2014-11-16,"R4914,76",Completed,store
2878.0,2040.0,23/02/2008,"R4516,3",Done,store
2879.0,3608.0,,R 4294,CANCELLED,
2880.0,2622.0,,4960,CANCELLED,app
2881.0,,,"R3496,62",Done,store
2882.0,1464.0,,1519,CANCELLED,store
2883.0,,03/12/1984,R 477,Done,app
2884.0,96.0,invalid_date,"R1312,42",Done,
2885.0,493.0,2011-08-22,R 3665,completed,web
2886.0,2774.0,invalid_date,R -200,CANCELLED,web
2887.0,3352.0,invalid_date,,Done,
2888.0,2844.0,1989/09/20,4428,Completed,app
2889.0,3933.0,invalid_date,R 1774,completed,app
2890.0,4148.0,2014-07-28,R -200,completed,web
2891.0,2301.0,05/03/2012,1526,CANCELLED,
2892.0,476.0,28/11/1988,3415,Completed,web
2893.0,2174.0,,"R4530,26",completed,store
2894.0,2866.0,22/09/1979,,Done,store
2895.0,2765.0,invalid_date,,completed,web
2896.0,1880.0,,R -200,Done,app
2897.0,3531.0,2013/03/28,,Completed,store
2898.0,4033.0,invalid_date,743,completed,app
2899.0,4658.0,2011/10/25,,Completed,store
2900.0,2980.0,,"R424,43",completed,
2901.0,797.0,2003/08/29,1963,completed,
2902.0,2121.0,,R 2875,Done,store
2903.0,4204.0,1978/01/31,R 4017,Completed,store
2904.0,1363.0,2012/10/15,,completed,
2905.0,3407.0,1992-05-07,"R3189,34",Done,app
2906.0,533.0,2013/05/23,R -200,Done,app
2907.0,4900.0,2006/06/10,,Completed,app
2908.0,2608.0,,R -200,completed,
2909.0,2132.0,2020/06/20,1351,,app
2910.0,,1984-02-05,4254,Completed,
2911.0,,invalid_date,1892,completed,web
2912.0,4530.0,invalid_date,,completed,store
2913.0,4436.0,2017-05-12,4219,,web
2914.0,,12/04/1990,R 3171,completed,app
2915.0,347.0,1994-10-16,R -200,Completed,store
2916.0,1548.0,2002/06/22,"R2614,63",completed,app
2917.0,1844.0,2018-09-01,R 2030,completed,
2918.0,130.0,,R 2328,,web
2919.0,2636.0,1988/07/27,,Done,
2920.0,4430.0,2006/08/25,,,app
2921.0,3218.0,invalid_date,R -200,completed,web
2922.0,2499.0,,,Done,
2923.0,3465.0,18/07/1971,R -200,Done,
2924.0,828.0,1975-01-19,R -200,completed,app
2925.0,4481.0,07/04/1986,"R3479,31",Completed,store
2926.0,,04/08/1978,R 723,completed,store
2927.0,4549.0,,R -200,Completed,app
2928.0,1248.0,08/04/2012,R 2911,completed,store
2929.0,942.0,,581,Done,
2930.0,1249.0,invalid_date,,,web
2931.0,3742.0,,2942,Completed,app
2932.0,186.0,1972/10/12,,CANCELLED,store
2933.0,3467.0,,R -200,CANCELLED,
2934.0,1652.0,invalid_date,R -200,,web
2935.0,30.0,11/10/2019,R -200,Completed,web
2936.0,3407.0,,R 4399,Completed,store
2937.0,2196.0,invalid_date,,Completed,
2938.0,1219.0,,"R3486,95",Completed,store
2939.0,1018.0,09/04/2026,R -200,,
2940.0,1076.0,invalid_date,R 3745,Completed,store
2941.0,4129.0,,"R2458,69",Completed,store
2942.0,1948.0,,,CANCELLED,
2943.0,4542.0,2010/09/11,,completed,app
2944.0,1405.0,11/09/2019,R 3998,Completed,app
2945.0,3130.0,,1987,Done,web
2946.0,2609.0,06/04/1970,R -200,CANCELLED,store
2947.0,,1986/10/20,,Completed,web
2948.0,1344.0,1991/10/31,R -200,,web
2949.0,1167.0,1971-05-22,R 968,Done,app
2950.0,1496.0,1998/10/02,,CANCELLED,
2951.0,,29/07/1975,4725,,web
2952.0,2880.0,1986/09/05,"R4924,26",completed,app
2953.0,432.0,2021-07-07,"R3406,71",completed,
2954.0,2092.0,invalid_date,R 2119,,app
,4176.0,26/11/2015,R -200,Done,web
2956.0,1406.0,,,completed,web
2957.0,644.0,2012-02-29,,Done,store
2958.0,3316.0,1996-05-04,4788,completed,app
2959.0,4598.0,invalid_date,R -200,Done,
2960.0,3585.0,1994/06/15,R -200,Done,store
2961.0,2630.0,invalid_date,"R3191,5",Completed,app
2962.0,2610.0,,R 2301,CANCELLED,store
2963.0,1270.0,,,completed,web
2964.0,1017.0,1988/03/08,738,CANCELLED,web
2965.0,66.0,1988-08-03,"R4686,48",Completed,store
,4871.0,23/05/1994,R -200,Done,app
2967.0,2219.0,,"R1184,87",Completed,web
2968.0,258.0,1993/11/01,"R1967,55",Completed,
2969.0,254.0,invalid_date,"R900,93",Completed,app
2970.0,3080.0,1998/07/08,R 1209,Completed,
2971.0,2615.0,1978/01/24,1303,completed,store
2972.0,4195.0,1973-02-24,"R1649,45",Done,web
2973.0,114.0,2004-04-22,"R22,95",completed,store
2974.0,2454.0,,R 2671,Done,app
2975.0,2161.0,07/06/1997,R 1453,,
2976.0,4793.0,2023-06-26,R -200,Completed,web
,1611.0,2013/03/16,R 3398,completed,web
2978.0,3003.0,23/08/2001,206,Done,store
2979.0,3263.0,,R 2670,Completed,app
2980.0,791.0,19/05/1972,"R4182,80",completed,app
2981.0,4604.0,2007-11-29,R 1077,completed,web
2982.0,367.0,,,Completed,app
2983.0,4921.0,,2871,CANCELLED,store
2984.0,2993.0,invalid_date,4012,Completed,app
2985.0,3548.0,,"R3841,21",Completed,app
2986.0,640.0,2023/02/03,153,CANCELLED,web
2987.0,1902.0,invalid_date,,completed,web
2988.0,3262.0,2023-03-27,4318,CANCELLED,web
2989.0,1611.0,13/04/1975,"R4999,8",completed,
2990.0,3639.0,invalid_date,R 606,Done,app
2991.0,750.0,invalid_date,R 3300,CANCELLED,store
2992.0,4362.0,,2222,Completed,app
2993.0,2074.0,,,CANCELLED,app
2994.0,1486.0,28/07/1983,R 3816,,app
2995.0,1153.0,,R 2094,CANCELLED,
2996.0,4542.0,1995-08-07,"R1510,63",CANCELLED,app
2997.0,701.0,1977-09-17,R 4685,Completed,app
2998.0,4350.0,06/10/2008,R 514,completed,
2999.0,983.0,,2901,Done,store
3000.0,,invalid_date,R 1682,Done,store
3001.0,,invalid_date,4328,CANCELLED,
3002.0,2949.0,,,Completed,app
3003.0,1363.0,1972-09-16,4782,,store
3004.0,739.0,,R 626,completed,app
3005.0,4505.0,,"R1524,27",Done,web
3006.0,4973.0,1980-01-02,"R4671,55",Done,app
3007.0,4286.0,1994/03/02,"R3612,1",Done,
3008.0,4922.0,invalid_date,,Done,app
3009.0,2802.0,2006/12/30,"R4031,61",Completed,store
3010.0,2242.0,invalid_date,,completed,web
3011.0,4617.0,11/09/2019,,completed,
3012.0,2817.0,invalid_date,,,app
3013.0,2137.0,2012/03/03,R 4296,Done,web
3014.0,3591.0,2016-05-16,34,Completed,app
3015.0,3758.0,invalid_date,"R343,39",completed,app
3016.0,1938.0,2010-03-20,,Completed,web
3017.0,2404.0,,,Done,web
3018.0,703.0,1979-07-17,R -200,Completed,web
3019.0,4631.0,2012/06/18,,completed,app
3020.0,1426.0,invalid_date,R -200,Done,app
3021.0,3544.0,2023/08/20,R 3114,completed,app
3022.0,471.0,1993/01/22,"R2694,20",completed,web
,3825.0,,R 3685,Completed,app
3024.0,2149.0,,"R2347,80",,
3025.0,2702.0,16/11/2015,573,,store
3026.0,2627.0,1999-06-04,"R3016,88",Completed,store
3027.0,2570.0,,"R2981,76",Done,app
3028.0,,1995/03/14,,CANCELLED,web
3029.0,1552.0,23/12/2019,,Done,web
3030.0,4637.0,invalid_date,R 4044,CANCELLED,app
,4811.0,,R -200,Completed,
3032.0,2071.0,2007/05/25,R -200,completed,
3033.0,,,1618,,
3034.0,2712.0,15/03/1999,"R398,22",Completed,app
3035.0,4348.0,2003/10/30,,Done,store
3036.0,2325.0,,"R496,89",,
3037.0,1446.0,2014/11/07,R -200,CANCELLED,
3038.0,2271.0,1998-03-06,R -200,,
3039.0,3679.0,invalid_date,R -200,Done,app
3040.0,3369.0,2021/11/27,,completed,store
3041.0,2845.0,2015-07-07,R 1789,,store
3042.0,3754.0,27/01/1993,"R1851,27",CANCELLED,store
3043.0,4484.0,,"R501,35",Done,app
3044.0,,invalid_date,"R513,69",,app
3045.0,3451.0,1981/07/18,R 4513,Done,
3046.0,1939.0,02/11/2012,"R150,17",completed,web
3047.0,1577.0,1980-10-20,,,
3048.0,4824.0,19/04/1972,"R2649,61",completed,web
3049.0,2738.0,2015/08/26,R -200,CANCELLED,store
3050.0,347.0,2007/10/26,,Done,app
3051.0,850.0,,R -200,completed,web
3052.0,292.0,invalid_date,"R1583,33",CANCELLED,web
3053.0,4502.0,22/07/2014,,Done,
3054.0,1219.0,1999/08/23,R -200,completed,app
3055.0,255.0,1995-09-11,R 1444,Done,web
3056.0,637.0,27/09/1984,"R2088,62",CANCELLED,app
3057.0,,invalid_date,R 1256,completed,store
3058.0,3500.0,15/04/1991,211,Completed,
3059.0,1433.0,2011-07-29,R -200,Done,store
3060.0,,,"R2643,74",completed,
3061.0,867.0,,R 581,,web
3062.0,,1988-11-24,2385,completed,app
3063.0,1765.0,30/12/2012,R -200,completed,app
3064.0,69.0,invalid_date,"R3546,63",,store
3065.0,2082.0,1989/06/03,,,web
3066.0,4874.0,1984/05/12,,CANCELLED,
3067.0,1498.0,2021-07-19,R 3872,,web
3068.0,1922.0,26/05/1982,R -200,Done,web
3069.0,1747.0,2023/02/15,1729,,store
3070.0,3617.0,invalid_date,1572,Completed,store
3071.0,3585.0,1988-09-23,R -200,CANCELLED,
3072.0,3258.0,2004-05-31,,Done,app
3073.0,458.0,invalid_date,1659,Completed,web
,4265.0,17/10/1979,3849,CANCELLED,web
3075.0,2738.0,2002-05-16,R 4041,,app
3076.0,361.0,invalid_date,2645,Done,app
3077.0,372.0,07/11/1982,R -200,CANCELLED,store
3078.0,4780.0,1989/12/23,3938,Done,
3079.0,1423.0,,R -200,,store
3080.0,4380.0,27/12/2024,2759,Done,store
3081.0,3501.0,,R 3926,Done,store
3082.0,2895.0,18/06/1997,,CANCELLED,
3083.0,,1978-04-07,R -200,Done,store
3084.0,786.0,23/07/1988,,CANCELLED,
3085.0,4839.0,invalid_date,,CANCELLED,
3086.0,1172.0,invalid_date,R 2682,CANCELLED,
3087.0,876.0,1989-01-28,R 1812,Done,
3088.0,830.0,09/04/2025,310,CANCELLED,app
3089.0,4555.0,invalid_date,1283,CANCELLED,store
3090.0,3137.0,invalid_date,,Completed,web
3091.0,3558.0,27/01/1987,R 4054,Done,app
3092.0,500.0,02/05/1998,R 1779,completed,web
3093.0,4182.0,1979-07-05,,Completed,
3094.0,492.0,2024/11/17,R -200,Completed,
3095.0,3531.0,1992/07/29,3091,CANCELLED,
3096.0,2618.0,2007/10/19,R -200,Completed,store
3097.0,4552.0,,R -200,,app
3098.0,,20/01/1990,853,CANCELLED,store
3099.0,,invalid_date,R 4004,Completed,
3100.0,,22/09/1995,"R3350,52",,
3101.0,1218.0,1975/01/14,"R899,37",Done,store
3102.0,4465.0,,R 262,completed,store
3103.0,1968.0,invalid_date,R 4018,CANCELLED,store
3104.0,2581.0,1976-11-27,,,web
3105.0,1108.0,,3623,CANCELLED,app
3106.0,1911.0,06/11/2002,"R3177,67",Done,
3107.0,2.0,2006-05-22,R -200,completed,web
3108.0,2820.0,25/06/2010,"R81,26",,web
,3206.0,2011-05-31,1182,CANCELLED,
3110.0,4690.0,invalid_date,"R4130,57",Completed,store
3111.0,278.0,invalid_date,4220,Completed,web
3112.0,2291.0,,R -200,completed,app
3113.0,4224.0,invalid_date,,,app
3114.0,3623.0,1973-10-07,2366,,web
3115.0,1195.0,09/11/1988,R 787,CANCELLED,app
,,11/01/1989,R 808,Completed,
3117.0,4278.0,invalid_date,"R869,49",Completed,web
3118.0,2921.0,invalid_date,R 1348,CANCELLED,store
3119.0,3162.0,,"R1440,35",Done,app
3120.0,,25/05/2019,R -200,completed,web
