transaction_id,order_id,payment_method,transaction_amount,transaction_date,success_flag
2502.0,597,Cash,81,15/04/2018,Y
2503.0,749,Card,NaN,16/10/1983,maybe
2504.0,1163,Card,-801.7128813183485,2023-03-32,
2505.0,4086,Card,4191.071871766247,1986-12-08,Y
2506.0,2925,Cash,3638,,N
2507.0,1841,Cash,1309.2146984034825,18/01/2008,N
2508.0,2134,Crypto,1420.6825134723545,,N
2509.0,2519,card,1694,,Y
2510.0,4330,Cash,NaN,1988-12-21,Y
2511.0,1468,Crypto,NaN,1973-01-12,maybe
2512.0,2314,card,1391,2023-03-32,Y
2513.0,4369,Crypto,1391,2023-03-32,Y
2514.0,1881,,2754.7907832811306,,maybe
2515.0,2492,,4425,2023-03-32,maybe
2516.0,3871,card,-337.8804137246027,19/09/1982,Y
2517.0,2032,,1468,,maybe
2518.0,55,CASH,2578.262769983432,2023-03-32,maybe
2519.0,2510,card,NaN,1985-09-06,
2520.0,3686,Card,NaN,2023-03-32,Y
2521.0,3832,card,4341.423664889698,2023-03-32,N
2522.0,3906,CASH,NaN,1985-05-11,Y
2523.0,4657,Cash,723,28/06/2020,
2524.0,499,Cash,1272,2023-03-32,N
2525.0,3056,CASH,1139,07/05/2005,N
2526.0,999999,CASH,761.2209784002089,03/11/1988,
2527.0,677,,742,10/09/1997,
2528.0,613,Card,1775.455953154661,2023-03-32,Y
2529.0,220,CASH,NaN,,
2530.0,812,,NaN,2023-03-32,N
2531.0,2528,Crypto,-222.0675697909137,,Y
2532.0,3846,Crypto,NaN,15/10/2005,
2533.0,360,Card,NaN,,maybe
2534.0,727,CASH,931,18/03/2019,Y
,1165,CASH,NaN,2000-02-24,Y
2536.0,988,card,3432,2009-06-25,
2537.0,4671,,NaN,2004-03-29,N
2538.0,3757,Crypto,1663.1863886867986,1975-02-25,
2539.0,3779,Crypto,2262,,
2540.0,1283,Card,NaN,04/09/1977,maybe
2541.0,2015,Cash,4468.044918222455,2023-03-32,N
2542.0,999999,Cash,NaN,2023-03-32,N
2543.0,1294,,NaN,2007-11-20,N
2544.0,2674,CASH,4519.3563316867185,09/09/1990,maybe
2545.0,957,,-638.715028559046,,Y
2546.0,2970,card,2998,2023-03-32,N
2547.0,53,Cash,4360,04/05/2004,Y
2548.0,1231,CASH,645,,
2549.0,3933,Cash,NaN,2023-03-32,
2550.0,999999,CASH,NaN,2023-03-32,N
2551.0,999999,Crypto,3886,11/04/1987,N
2552.0,78,card,2322,,
2553.0,2075,Cash,NaN,,N
2554.0,999999,card,4185.505209506907,2023-03-32,N
,1100,CASH,NaN,22/04/2021,Y
2556.0,2200,Cash,3121,2017-08-07,Y
2557.0,4381,CASH,-921.5551031046439,2023-03-32,Y
2558.0,1346,Crypto,4709.209737702353,06/03/2010,
2559.0,906,,NaN,16/02/1974,maybe
2560.0,2066,CASH,NaN,,Y
2561.0,999999,Crypto,320.50235322634353,08/06/1980,maybe
2562.0,3589,Card,NaN,,
,751,CASH,NaN,,N
2564.0,4981,CASH,NaN,2023-03-32,N
2565.0,2941,card,1398,,N
2566.0,3100,card,762,2023-03-32,
2567.0,2665,,667.2974465226152,11/07/2015,maybe
2568.0,3531,card,2659,11/04/2009,
2569.0,3008,Card,-1543.4225767920223,2023-03-32,
2570.0,2650,Cash,2783,2023-03-32,Y
2571.0,1192,,3026,2023-03-32,maybe
2572.0,1110,,1716,2025-02-03,Y
2573.0,1997,Cash,1058,1976-09-21,maybe
2574.0,4995,card,-1100.9170977664307,,maybe
2575.0,4042,Card,NaN,1973-06-10,
2576.0,2651,Card,-525.3432147004585,2004-08-09,
2577.0,1123,Cash,1613,26/05/2010,
2578.0,549,card,NaN,01/07/1982,Y
2579.0,3377,CASH,3008.736100799999,02/05/2007,
2580.0,1271,,4319.443095872417,,Y
2581.0,1240,card,2533.42935985631,2001-05-16,maybe
2582.0,2810,Card,3016,2023-03-32,
2583.0,924,,3444.818249913199,2023-03-32,N
2584.0,1621,,-1889.8792180540206,31/05/1974,N
2585.0,4098,Card,4058,2009-02-19,maybe
2586.0,946,,2424,2023-03-32,Y
2587.0,2983,CASH,NaN,2023-10-17,
2588.0,999999,Card,1795.5929034540218,2012-11-24,maybe
2589.0,4271,Crypto,1416,07/09/1984,
2590.0,4303,Crypto,2146.3070163103303,,Y
,1657,,-1504.8933631224174,2024-02-09,N
,4175,Cash,4152,2019-07-23,maybe
2593.0,741,Cash,NaN,1984-09-08,N
2594.0,628,Crypto,3120,2023-03-32,Y
,999999,,NaN,,
2596.0,4681,CASH,NaN,,
2597.0,3328,Cash,4619,,Y
2598.0,999999,Cash,-804.4602254795116,1970-04-09,Y
2599.0,864,Crypto,2048.0346967906075,14/11/2008,maybe
2600.0,1638,Cash,-286.9605337062005,2013-01-12,N
2601.0,3075,,NaN,2023-03-32,Y
2602.0,4806,,3569,1978-06-09,N
2603.0,4098,CASH,2845,01/05/1994,maybe
2604.0,3175,Card,-496.1383380106927,17/04/1992,
2605.0,2805,Crypto,1342.9835761596346,,
,443,CASH,NaN,09/02/2005,Y
2607.0,1937,CASH,3849.4422623801847,1981-03-04,N
2608.0,3097,Card,3745,2001-04-26,Y
2609.0,999999,Card,2892.3126133405804,10/04/1989,N
2610.0,949,card,1226,2023-03-32,maybe
2611.0,999999,Crypto,3523.1595824473115,1971-02-13,N
,169,Cash,NaN,,Y
2613.0,3158,card,4697.592414364536,2023-03-32,maybe
2614.0,1086,CASH,2573.197472395076,,N
2615.0,1084,CASH,485.00941228333204,,N
2616.0,1350,card,2875.2080742657636,15/08/1990,
2617.0,162,Cash,4441.408185080263,2023-03-32,N
2618.0,2238,CASH,3145,05/10/1981,maybe
2619.0,4027,,-1580.0954128793467,29/06/1977,Y
2620.0,271,card,NaN,1977-10-30,Y
,1589,card,2962.523296607147,,maybe
2622.0,1470,Card,3570.9875881633843,,N
2623.0,3534,card,525.6326556427871,2023-03-32,N
2624.0,1136,Cash,474.4697419610661,2014-04-26,maybe
2625.0,617,card,-351.56826245989987,1994-10-12,maybe
2626.0,2817,Card,2878,05/09/1991,Y
2627.0,1150,CASH,NaN,,Y
2628.0,3615,card,-1591.4737145479285,2023-03-32,N
2629.0,1100,,NaN,,N
2630.0,3607,,4403,,N
2631.0,4503,Card,1753.2020061278458,2023-03-32,maybe
2632.0,2910,,NaN,17/10/2010,N
2633.0,2929,CASH,NaN,1997-09-24,N
2634.0,4562,Cash,266.1890067865111,,N
2635.0,748,,NaN,2011-06-30,Y
2636.0,999999,card,2663,2023-03-32,Y
2637.0,2690,card,NaN,2023-03-32,maybe
2638.0,2776,card,-1852.693229711369,25/10/1973,
2639.0,3618,CASH,2961,2023-03-32,
2640.0,371,Crypto,-1887.9852735394995,1994-08-18,
2641.0,1051,,NaN,2023-03-32,maybe
2642.0,2796,card,3098.394188977287,2014-03-17,
2643.0,1509,CASH,NaN,08/11/1991,Y
2644.0,1587,,-1647.8055070617759,2002-10-19,
2645.0,2662,Crypto,1493,04/04/2003,
2646.0,4614,Card,NaN,2007-05-03,maybe
2647.0,781,Card,NaN,10/06/2014,maybe
2648.0,668,CASH,862,,maybe
2649.0,2961,,NaN,2023-03-32,N
2650.0,589,Crypto,2369.129946553897,2023-03-32,N
2651.0,4470,Cash,NaN,27/12/1977,Y
2652.0,4436,,2983.8797470118798,1999-05-10,Y
2653.0,999999,Crypto,-1966.3549336336384,2023-03-32,
2654.0,2487,Cash,850,2023-03-32,
,996,CASH,1146.7614387622148,,maybe
2656.0,2831,Card,NaN,2008-12-13,maybe
,1108,Cash,1756,22/06/2018,maybe
2658.0,406,,4074.5991829759823,25/01/2006,N
2659.0,999999,Crypto,-1343.9905395869096,2023-03-32,Y
2660.0,2217,,NaN,2023-03-32,
2661.0,4108,,NaN,1981-09-19,maybe
2662.0,1624,Cash,NaN,2023-03-32,Y
2663.0,1311,Card,NaN,,maybe
2664.0,2936,CASH,2577.952861395441,,
2665.0,4915,card,NaN,13/01/1975,
2666.0,429,Card,NaN,20/09/2015,N
2667.0,2391,Crypto,106.58738285745221,2023-03-32,Y
2668.0,652,Cash,4213,2023-03-32,
2669.0,2133,Card,1009.1540435946854,2023-03-32,
2670.0,3874,Cash,NaN,03/05/1998,N
2671.0,1160,Crypto,2584,2023-03-32,Y
2672.0,4599,Crypto,1062,2023-03-32,
2673.0,2264,Card,NaN,1980-05-27,
2674.0,4447,,2823.1422548039427,2023-03-32,Y
2675.0,18,,NaN,30/12/1997,Y
2676.0,3231,card,NaN,1997-06-25,Y
2677.0,999999,card,NaN,2023-03-32,N
2678.0,2442,Card,2374,2023-03-32,Y
2679.0,3884,CASH,90,01/11/1983,
2680.0,905,,NaN,,N
2681.0,2014,Cash,NaN,,N
2682.0,81,Cash,253,2023-03-32,
2683.0,1938,Card,-1395.8779883678526,05/05/1971,Y
2684.0,3377,CASH,468,2023-03-32,Y
2685.0,1962,CASH,-1617.2053987512973,27/07/2022,
2686.0,3823,Crypto,1958,23/12/1977,maybe
2687.0,2225,,1148,2023-03-32,Y
2688.0,3918,Cash,801.2874498690107,2004-11-22,Y
,1188,,NaN,07/09/2007,Y
2690.0,906,Card,NaN,02/05/2002,N
2691.0,298,Cash,1259.6226697890247,10/12/2000,
2692.0,2033,CASH,53.12532649509785,2023-03-32,
2693.0,4319,Crypto,1695,2023-03-32,N
2694.0,2664,Crypto,-1103.6602548500296,,
2695.0,342,,4006,2023-03-32,N
2696.0,3179,,336.93440037846676,2004-12-15,maybe
2697.0,1570,Card,154,2023-03-32,N
2698.0,570,Crypto,4639.8168147232855,2025-10-07,maybe
2699.0,4437,Crypto,1273.653903849348,,N
2700.0,4899,Card,NaN,,maybe
2701.0,3999,CASH,NaN,,maybe
2702.0,2659,,-1261.1029150226,1982-12-25,N
2703.0,2647,card,4175,2023-03-32,N
2704.0,2064,Cash,801.897797110074,1991-03-23,
2705.0,1276,card,NaN,1991-11-01,
2706.0,4342,Card,2555,24/02/1997,Y
2707.0,4525,card,-1406.6559814039697,2023-03-32,
2708.0,108,Crypto,4375,,maybe
2709.0,3665,Crypto,NaN,05/12/2009,maybe
2710.0,823,CASH,4628,2023-03-32,maybe
2711.0,1110,card,NaN,,maybe
2712.0,4250,card,2972,04/11/2023,N
2713.0,3571,Cash,NaN,2020-07-19,
2714.0,3577,CASH,2805,,Y
,999999,CASH,3724.133036148036,,N
2716.0,1409,CASH,472,2023-03-32,Y
2717.0,4558,,NaN,1992-10-20,N
2718.0,999999,Crypto,-858.5866316820784,24/04/2012,
2719.0,1164,Cash,1955,20/05/1990,N
2720.0,1188,Cash,3484.2156647061056,,maybe
2721.0,3622,CASH,NaN,2011-02-04,N
2722.0,1196,CASH,-662.0796810109821,15/10/2025,Y
2723.0,733,Card,NaN,05/12/1975,maybe
2724.0,254,Cash,4984,11/10/1988,N
2725.0,3419,Card,2751.6092119875066,,N
2726.0,887,Crypto,1971,24/02/2008,
2727.0,4115,,NaN,2023-03-32,
2728.0,1162,Cash,NaN,,
2729.0,1060,card,2757,2023-03-32,
2730.0,3210,,3261.6164212165586,15/04/1980,
2731.0,3357,Crypto,NaN,2023-03-32,maybe
2732.0,3024,CASH,4576,2010-03-25,Y
2733.0,879,Card,2913,23/01/1984,N
2734.0,1100,Crypto,181,14/08/2008,maybe
2735.0,3849,card,2587.895397260745,,
2736.0,4171,card,3948,1979-02-16,maybe
2737.0,3744,CASH,NaN,27/08/2018,N
,3387,,3338,2020-05-09,maybe
2739.0,3469,Cash,NaN,,N
2740.0,2853,Cash,1422,04/04/1974,
2741.0,4506,Crypto,3377.5703182779625,,N
,537,Crypto,NaN,2006-06-16,N
2743.0,2536,,NaN,2023-03-32,maybe
2744.0,718,Cash,NaN,,Y
2745.0,2950,card,4186,06/12/2000,Y
2746.0,687,Card,NaN,,Y
2747.0,2720,,3867,,maybe
2748.0,1553,Crypto,2669,2023-03-32,maybe
2749.0,4105,,NaN,2023-03-32,
2750.0,999999,,-1715.5763852695418,21/10/1970,Y
2751.0,3160,Cash,NaN,2023-03-32,
2752.0,478,Card,NaN,02/04/1979,maybe
2753.0,1713,card,3560.8679612645383,,
2754.0,4528,,NaN,22/09/1977,N
2755.0,457,Crypto,1271.772525476959,2018-08-08,maybe
2756.0,3540,Cash,NaN,,N
2757.0,3834,Crypto,1608.7047853035401,2023-03-32,
2758.0,1577,card,2230,1995-10-10,maybe
2759.0,1570,Card,4866,2023-03-32,Y
2760.0,3196,Card,3355,1971-03-01,Y
2761.0,4295,Card,3815,2006-11-27,Y
2762.0,999999,Cash,60,2023-03-32,Y
2763.0,4597,Crypto,644.5345905195336,2011-02-16,Y
2764.0,100,CASH,1117.558517432873,,N
2765.0,2445,,3564,2023-03-32,maybe
2766.0,338,card,NaN,,maybe
,1080,card,NaN,,
2768.0,3164,card,NaN,2023-03-32,
2769.0,999999,card,255,1970-12-06,N
2770.0,1420,Crypto,NaN,2021-09-27,Y
2771.0,3952,card,NaN,2015-01-25,Y
2772.0,2072,,3558,19/04/1988,Y
2773.0,4481,Cash,NaN,2023-03-32,
2774.0,3618,Card,1386,30/09/1972,maybe
2775.0,529,,NaN,,N
2776.0,1488,Cash,3279.133827882076,2023-03-32,N
2777.0,999999,,NaN,,maybe
2778.0,1073,Cash,4655,2023-09-01,maybe
2779.0,1010,Card,100.39914774730005,,N
2780.0,1201,Card,NaN,,maybe
2781.0,305,Crypto,2833,2009-03-02,maybe
2782.0,2619,Card,4693,2023-03-32,
2783.0,2877,,NaN,,N
2784.0,626,card,NaN,,Y
2785.0,797,Cash,4381,,maybe
2786.0,999999,Crypto,406,1974-07-04,Y
2787.0,2500,Crypto,201.67377602129045,2005-04-10,N
2788.0,4497,card,1215,,Y
2789.0,1564,Crypto,-942.9493035175765,2023-03-32,N
2790.0,2013,Crypto,2004,2023-03-32,Y
,999999,Card,NaN,2011-10-07,
2792.0,1697,card,4457,2023-03-32,maybe
2793.0,43,Cash,NaN,,maybe
2794.0,631,Crypto,NaN,11/04/2025,
2795.0,2884,Cash,NaN,,
2796.0,4530,CASH,NaN,2023-03-32,N
2797.0,3423,Card,NaN,2023-03-32,N
2798.0,713,Crypto,2645.6095752800766,16/06/2016,maybe
2799.0,999999,Crypto,2977.5240567724795,2023-03-32,Y
2800.0,4260,Cash,-1623.9911955809744,16/10/1983,maybe
2801.0,244,Card,3741.5698799550046,2015-08-03,
2802.0,2326,Card,4320.359411007942,,maybe
2803.0,3531,CASH,3269.6395520105134,22/05/2007,maybe
2804.0,2921,card,2184,27/04/2016,N
2805.0,3160,Crypto,4498.080219124935,,N
2806.0,999999,card,2394,,maybe
,246,card,2674,1988-01-06,maybe
2808.0,999999,card,4295.724780625874,,maybe
2809.0,3288,card,NaN,14/04/1976,maybe
2810.0,999999,,NaN,15/08/2000,Y
2811.0,1822,Card,1766.430554787959,2017-10-23,
2812.0,1302,Cash,1186,,Y
2813.0,3397,CASH,NaN,,N
2814.0,1129,Cash,737.005314330097,29/12/2002,N
2815.0,3809,Crypto,NaN,1995-08-29,maybe
2816.0,2502,Crypto,NaN,20/11/1978,N
2817.0,3556,Crypto,4794.428272710548,1988-02-24,Y
,961,Card,1908.7315434029888,,Y
2819.0,3089,Card,NaN,2002-07-20,maybe
2820.0,2227,,NaN,04/07/2020,N
2821.0,1851,CASH,NaN,07/05/1978,Y
2822.0,2324,Crypto,NaN,29/01/1980,Y
2823.0,4044,Card,255,,maybe
2824.0,159,Cash,2056,2023-03-32,N
2825.0,1199,Crypto,3810,2023-03-32,
2826.0,296,Crypto,1764.5287854807962,1983-11-01,
2827.0,4653,card,4911,2012-01-25,N
2828.0,3473,card,NaN,2013-11-13,N
2829.0,1085,card,-1897.2410998384005,21/04/1975,
2830.0,143,Card,NaN,2023-03-32,Y
2831.0,4373,,NaN,2024-02-25,maybe
2832.0,3002,Cash,3741,2023-03-32,maybe
2833.0,3246,CASH,3367.2986056229865,,Y
2834.0,4323,Card,1994,1995-03-29,
2835.0,1640,card,772.317938760661,17/05/1995,maybe
2836.0,3023,Card,746,09/08/2023,Y
2837.0,1439,CASH,NaN,1994-11-18,Y
2838.0,3998,Card,4981.514284861538,,
2839.0,1658,Card,NaN,2023-03-32,
2840.0,999999,Card,4876,20/09/1971,
2841.0,612,Card,NaN,11/04/1985,
2842.0,1019,Cash,NaN,1976-02-04,N
2843.0,3528,CASH,2560,30/01/2002,Y
2844.0,1763,Card,-49.78837791617343,11/11/1984,maybe
2845.0,931,card,-771.5626237765409,,
2846.0,999999,card,NaN,2025-12-30,
2847.0,2911,,3121,2013-03-30,Y
2848.0,4572,Cash,NaN,20/08/1993,maybe
2849.0,484,CASH,-893.4447768522245,10/10/2016,maybe
2850.0,1991,card,NaN,2023-03-32,Y
2851.0,4617,Crypto,NaN,2023-03-32,N
,999999,CASH,3078.006710932098,2023-03-32,N
2853.0,999999,CASH,NaN,1984-02-06,
2854.0,3701,Card,3383.9571504414034,,Y
2855.0,4103,Card,129,,N
2856.0,999999,,3082.143595341686,1999-11-05,
2857.0,4166,card,3591.917734351129,2023-03-32,N
2858.0,3873,CASH,NaN,,Y
2859.0,4750,CASH,3750,1972-03-03,Y
2860.0,1564,Crypto,-1377.3912984960198,2003-12-01,N
2861.0,1988,Crypto,NaN,2023-03-32,N
,4554,Card,888,2024-01-24,N
2863.0,1424,Cash,NaN,31/07/1990,N
2864.0,2887,CASH,1328,,N
2865.0,1111,Card,NaN,2023-03-32,Y
2866.0,1762,Cash,767,04/02/2012,maybe
2867.0,439,Crypto,2270.7726178711664,,maybe
2868.0,984,CASH,4730.383796487079,,maybe
2869.0,1505,,-583.6574278911569,2023-03-32,
2870.0,4489,card,NaN,09/03/1988,N
2871.0,4267,,3534,2006-03-23,
2872.0,1813,card,560,1997-03-19,Y
2873.0,2885,Card,4476,,N
2874.0,999999,card,NaN,2008-03-17,Y
2875.0,3818,Card,4826.91670511324,01/05/2009,
2876.0,1005,CASH,3918,2023-03-32,maybe
2877.0,2085,Cash,NaN,,maybe
2878.0,891,Card,247,15/10/1974,Y
2879.0,2262,Crypto,NaN,1981-11-04,N
2880.0,1,Cash,4863,2023-03-32,N
2881.0,4184,Card,NaN,,Y
2882.0,718,Card,3324,,Y
2883.0,1024,Crypto,3994,,maybe
2884.0,3490,card,4330,2023-03-32,Y
2885.0,2187,Cash,1413,2023-03-32,Y
2886.0,999999,Cash,1353,2023-03-32,N
2887.0,395,Cash,515,,N
2888.0,1043,Card,NaN,27/08/2020,
2889.0,4970,CASH,502,1985-03-29,maybe
2890.0,3389,Crypto,1765.646736224593,2023-03-32,maybe
2891.0,4060,CASH,56.892514728040624,,Y
2892.0,999999,card,NaN,,Y
2893.0,336,CASH,2713.0576025093605,13/11/2003,
2894.0,2772,Cash,2802.2641819436312,1981-08-06,N
2895.0,617,Card,777,23/07/1996,Y
2896.0,169,Card,NaN,,N
2897.0,3294,,-1258.7996802867206,1998-10-16,
2898.0,2932,Card,1554.033239364423,,Y
2899.0,692,CASH,NaN,,maybe
2900.0,4586,card,4323.048594974876,11/01/1982,Y
2901.0,3807,card,4794,,
2902.0,3697,Card,NaN,2023-03-32,N
2903.0,617,Crypto,3129.2905708001063,2023-03-32,Y
2904.0,554,CASH,130,,maybe
2905.0,3546,Card,536.6611270827098,1979-02-23,
2906.0,1520,card,1782,15/12/2002,Y
2907.0,1411,card,1559,,N
2908.0,3061,card,1816,2023-03-32,
2909.0,999999,CASH,3735.408632369852,22/04/1995,N
2910.0,821,card,4289,,
2911.0,626,card,1318.6848128655947,2009-07-23,N
2912.0,2634,card,NaN,1996-08-12,
2913.0,999999,card,1517.3895404580148,1984-07-28,maybe
2914.0,1179,Crypto,NaN,27/06/2003,
2915.0,2345,card,3218,25/12/2000,N
2916.0,1644,CASH,1287,07/03/1992,
2917.0,4491,,NaN,29/10/2020,N
2918.0,1801,Cash,NaN,25/01/1988,maybe
2919.0,2383,CASH,1325,2023-03-32,Y
2920.0,1400,Cash,650.5898639594561,,N
2921.0,1927,Card,NaN,,N
2922.0,509,Cash,NaN,2023-03-32,Y
2923.0,4947,Card,185,09/09/2008,Y
2924.0,999999,,652.5718111713431,2023-03-32,
2925.0,3601,Crypto,-73.39893311650235,,maybe
2926.0,2463,card,NaN,,N
2927.0,1693,Cash,4334,1988-01-27,
2928.0,1812,card,904.4325983688213,,
2929.0,4209,Crypto,2026,,
2930.0,2810,Card,NaN,13/04/1979,Y
2931.0,4209,CASH,918,,N
2932.0,3594,Cash,1567,2012-12-12,N
2933.0,999999,card,NaN,1991-12-05,maybe
2934.0,2383,CASH,NaN,2023-03-32,Y
2935.0,4957,card,3200,,maybe
2936.0,2470,Cash,4737,2023-03-32,N
2937.0,3418,Crypto,3872.0516908457694,18/10/1982,
2938.0,999999,card,NaN,05/08/2013,maybe
2939.0,932,CASH,3320.0469689209203,2025-09-07,Y
2940.0,3335,Crypto,NaN,06/10/2001,N
2941.0,3844,Crypto,NaN,,Y
2942.0,2048,CASH,-17.90258268337311,,N
2943.0,2443,card,-333.9166361139478,2023-03-32,maybe
2944.0,1829,,-1344.565783182774,14/05/2010,maybe
2945.0,4874,card,-122.23007356437756,2023-03-32,
2946.0,3594,Cash,NaN,,
2947.0,4496,card,856.172599355963,16/01/1988,N
2948.0,999999,,4262,13/06/1993,N
2949.0,2837,,3842,2012-03-29,maybe
2950.0,4479,Crypto,NaN,2020-05-18,Y
2951.0,3457,Cash,4946,24/08/1984,maybe
2952.0,2508,,-684.363932040095,06/04/2004,
,999999,CASH,3949,2023-03-32,
2954.0,1159,,NaN,02/05/1986,N
2955.0,3389,,4592,,maybe
2956.0,3390,CASH,939,,maybe
2957.0,2321,Card,-1610.5222796103178,2023-03-32,N
,1619,Crypto,NaN,28/05/2008,maybe
2959.0,4576,card,NaN,2023-03-32,Y
2960.0,569,Crypto,2110,,maybe
2961.0,1895,Crypto,NaN,,N
2962.0,3150,Card,2486,2023-03-32,
2963.0,3292,,3299,1982-07-09,N
2964.0,999999,Cash,2273,01/06/1973,maybe
2965.0,3608,Cash,3434,,N
2966.0,472,Card,2898,2015-07-29,Y
,193,Crypto,NaN,,Y
2968.0,1579,,-573.1069952373477,2023-03-32,
2969.0,3015,Card,1594,,maybe
2970.0,1310,Crypto,1852,1984-06-24,N
2971.0,923,CASH,2962.2383829943665,1975-09-16,Y
2972.0,1576,Card,3067,,
2973.0,3037,Card,4456.480800752891,01/05/2025,N
2974.0,999999,card,NaN,2023-03-32,Y
2975.0,4768,Card,3269.657941006554,,N
2976.0,3644,Crypto,2832.9134945129263,2023-03-32,N
2977.0,999999,Card,2262,25/03/1975,maybe
2978.0,1735,Crypto,NaN,2018-02-04,
2979.0,2828,Cash,1554.533055828761,,
2980.0,2646,Cash,NaN,2023-03-32,maybe
2981.0,4411,Crypto,4397.262660211287,,
2982.0,3464,Crypto,-543.1869884779144,1977-10-22,Y
2983.0,999999,Cash,1567,2023-03-32,Y
2984.0,999999,card,4575,2023-03-32,N
2985.0,4104,,NaN,1999-01-09,
2986.0,3686,Crypto,838,1975-09-03,
2987.0,3160,Card,1061,28/12/1989,N
2988.0,2286,card,1765,2023-03-32,
2989.0,2189,card,3322,2023-03-32,maybe
2990.0,4777,Crypto,NaN,1977-05-21,maybe
2991.0,4306,,NaN,2020-09-20,
2992.0,4973,card,NaN,,maybe
,2280,Cash,NaN,1974-05-27,N
2994.0,4275,card,NaN,,maybe
2995.0,2890,card,-1927.7937071256001,2023-04-14,maybe
2996.0,3243,CASH,-789.4342610168253,,Y
2997.0,750,card,353,26/05/2019,Y
2998.0,2249,CASH,NaN,31/10/1974,Y
2999.0,999999,CASH,716.1426955554125,,N
3000.0,1258,Card,NaN,2012-01-05,
3001.0,4220,CASH,3717,2023-03-32,Y
3002.0,783,CASH,4460,2023-03-32,Y
3003.0,4967,,NaN,24/04/1976,Y
3004.0,1490,CASH,2848,2023-03-32,maybe
3005.0,4987,,4300.842397613022,,Y
3006.0,462,Cash,NaN,2021-06-19,N
3007.0,999999,CASH,NaN,2023-03-32,N
3008.0,4670,,2443.6545424819706,,N
3009.0,1107,CASH,681.3466091008636,2023-03-32,Y
3010.0,4096,CASH,2681,14/05/2024,Y
3011.0,2041,Crypto,NaN,1986-07-29,maybe
3012.0,2178,Card,2744,2023-03-32,maybe
3013.0,4428,,NaN,,
3014.0,4772,CASH,NaN,2023-03-32,maybe
3015.0,3969,Cash,1529,2023-03-32,N
3016.0,2471,,NaN,1985-07-08,Y
3017.0,3175,Cash,4506,08/04/1987,
3018.0,784,Cash,891,,maybe
3019.0,1883,,4350.72083065295,1971-03-01,Y
3020.0,1832,card,NaN,2023-03-32,maybe
3021.0,2579,card,NaN,12/11/2020,maybe
3022.0,3739,Cash,NaN,2023-03-32,maybe
,4174,,NaN,1974-09-30,
3024.0,3822,Crypto,3132,03/06/1980,N
3025.0,3828,,-335.247347425772,1999-10-27,N
,1239,Card,NaN,,Y
3027.0,4092,CASH,1031,,Y
3028.0,3004,Card,3533.135098814764,,maybe
3029.0,2613,Cash,NaN,23/11/1972,maybe
3030.0,2241,Card,2025,2023-03-32,maybe
3031.0,2468,Cash,NaN,03/10/2006,Y
3032.0,115,Cash,NaN,,
3033.0,4945,Card,444.72814435576765,23/04/1970,
3034.0,821,Cash,4077.619955402045,,maybe
3035.0,564,Crypto,NaN,2023-03-32,Y
3036.0,4051,Cash,NaN,2021-03-04,Y
3037.0,0,Cash,-1204.1125778295914,2021-06-28,N
3038.0,4783,CASH,NaN,,maybe
3039.0,4241,Cash,3274,2023-03-32,maybe
3040.0,1959,Card,NaN,2024-10-04,maybe
3041.0,664,Crypto,NaN,,Y
3042.0,4421,,2489.823937358702,,maybe
3043.0,1587,CASH,NaN,1972-01-12,Y
3044.0,4424,card,2119,31/01/2014,
3045.0,3504,card,NaN,2023-03-32,N
3046.0,1232,CASH,671.8545068354401,,N
3047.0,3618,,NaN,1996-11-01,maybe
3048.0,3296,card,NaN,29/12/2009,
3049.0,3519,card,NaN,1986-12-30,N
3050.0,1380,card,468.47391484561194,,Y
3051.0,3653,CASH,4835,,maybe
3052.0,3369,Cash,2240.002546299823,1997-07-07,N
3053.0,1909,Crypto,3851.6398057252927,15/12/1998,Y
3054.0,3655,card,4139,29/05/2007,Y
3055.0,1010,Crypto,-572.2653884013907,2023-03-32,
3056.0,1336,card,4547.498509135701,,maybe
3057.0,3076,Card,558,1981-03-23,Y
3058.0,3180,CASH,3205.055334704997,30/11/2019,Y
3059.0,1021,Card,4168,2014-08-19,N
3060.0,1230,Cash,3147.1333248833153,1985-10-08,maybe
3061.0,4218,,3310,,Y
,901,,-1415.4108035115437,1981-01-09,N
3063.0,999999,Cash,NaN,2023-03-32,
3064.0,1880,,-981.3145877969158,,N
3065.0,739,Crypto,3576.1156040882533,2023-03-32,N
3066.0,2805,Card,3470.60608707528,2008-04-19,N
3067.0,1777,Card,NaN,,Y
3068.0,3229,CASH,2421,,maybe
3069.0,4004,Cash,NaN,1982-07-14,Y
3070.0,941,Cash,NaN,2023-03-32,
3071.0,2135,Card,NaN,2026-02-17,
,1919,Card,-1143.9149800611335,2017-10-13,
3073.0,3349,card,93,17/01/2006,N
3074.0,3521,Cash,NaN,08/02/2021,N
3075.0,999999,Cash,NaN,2023-03-32,N
3076.0,223,Cash,NaN,2023-03-32,N
3077.0,587,CASH,NaN,13/01/1973,
3078.0,2549,CASH,1646.3022458606265,29/11/1982,N
3079.0,766,Card,389,2023-03-32,
3080.0,3211,,3104,2023-03-32,maybe
,1607,,NaN,30/01/2008,
3082.0,1366,card,4823,,
3083.0,1293,card,-1090.0598503897795,01/01/2009,maybe
3084.0,3960,Crypto,3140.577752753178,2013-01-31,N
3085.0,411,Card,1824.758615373546,1992-03-23,maybe
3086.0,1734,Crypto,1942,1997-05-09,N
